year,team,rank,rating,w:l:sched:10:30,golden mean,predictor,elo score
2009,Oklahoma,17, 83.15,   8   5   74.59(  22)    0   1  ,  79.13   29 ,  88.52    8,NA
2009,Arkansas,18, 82.49,   8   5   75.93(  12)    0   2  ,  81.60   19 ,  82.93   19,NA
2009,Mississippi,19, 82.38,   9   4   72.47(  46)    0   1  ,  81.63   18 ,  82.68   20,NA
2009,Southern California,20, 81.95,   9   4   74.96(  19)    1   0  ,  81.04   20 ,  82.41   22,NA
2009,Miami-Florida,21, 81.72,   9   4   76.18(   8)    0   1  ,  80.42   21 ,  82.63   21,NA
2009,Clemson,22, 81.54,   9   5   74.42(  24)    0   1  ,  79.19   28 ,  83.83   14,NA
2009,Wisconsin,23, 81.21,  10   3   70.18(  64)    0   2  ,  81.97   17 ,  80.04   25,NA
2009,Utah,24, 80.59,  10   3   69.06(  75)    0   1  ,  82.95   15 ,  78.18   32,NA
2009,Texas Tech,25, 80.25,   9   4   70.25(  62)    0   1  ,  77.53   36 ,  83.05   18,NA
2009,Georgia,26, 80.08,   8   5   76.22(   7)    0   1  ,  80.32   24 ,  79.38   29,NA
2009,Auburn,27, 79.43,   8   5   75.22(  17)    0   1  ,  80.38   22 ,  78.09   33,NA
2009,Connecticut,28, 79.42,   8   5   73.45(  34)    0   1  ,  78.76   30 ,  79.61   28,NA
2009,Stanford,29, 78.89,   8   5   73.85(  29)    0   0  ,  76.19   43 ,  81.61   24,NA
2009,Villanova,30, 78.74,  14   1   60.49( 123)    0   0  ,  80.36   23 ,  76.84   38,NA
2009,Florida State,31, 78.56,   7   6   77.11(   3)    0   1  ,  79.20   27 ,  77.48   35,NA
2009,West Virginia,32, 78.55,   9   4   73.71(  31)    0   1  ,  79.81   26 ,  76.95   37,NA
2009,North Carolina,33, 78.47,   8   5   73.66(  32)    1   0  ,  77.22   38 ,  79.31   30,NA
2009,Oregon State,34, 78.35,   8   5   74.56(  23)    0   1  ,  78.63   31 ,  77.61   34,NA
2009,Air Force,35, 78.21,   8   5   68.39(  79)    0   1  ,  76.37   42 ,  79.76   26,NA
2009,Tennessee,36, 77.96,   7   6   74.80(  21)    0   3  ,  76.03   44 ,  79.62   27,NA
2009,Arizona,37, 77.64,   8   5   76.16(  11)    0   1  ,  78.59   32 ,  76.29   42,NA
2009,Navy,38, 77.51,  10   4   68.19(  82)    0   1  ,  77.14   40 ,  77.41   36,NA
2009,South Florida,39, 77.28,   8   5   70.83(  59)    0   1  ,  77.53   37 ,  76.57   40,NA
2009,Oklahoma State,40, 77.28,   9   4   72.25(  49)    0   1  ,  78.07   33 ,  76.07   43,NA
2009,Rutgers,41, 76.98,   9   4   67.65(  83)    0   1  ,  77.64   35 ,  75.88   45,NA
2009,Central Michigan,42, 76.48,  12   2   62.40( 110)    0   0  ,  77.71   34 ,  74.90   50,NA
2009,South Carolina,43, 76.43,   7   6   76.92(   4)    0   2  ,  76.75   41 ,  75.66   48,NA
2009,Boston College,44, 76.14,   8   5   72.52(  43)    0   1  ,  75.15   47 ,  76.68   39,NA
2009,Mississippi State,45, 76.04,   5   7   78.52(   1)    0   2  ,  75.89   45 ,  75.72   47,NA
2009,California,46, 75.77,   8   5   73.93(  27)    0   0  ,  77.15   39 ,  74.05   52,NA
2009,Kentucky,47, 75.35,   7   6   73.38(  35)    0   2  ,  74.25   50 ,  76.02   44,NA
2009,Notre Dame,48, 75.31,   6   6   73.17(  37)    0   0  ,  72.36   58 ,  78.29   31,NA
2009,William &amp; Mary,49, 75.19,  11   3   59.96( 126)    0   0  ,  73.59   52 ,  76.43   41,NA
2009,UCLA,50, 75.03,   7   6   73.78(  30)    0   0  ,  75.42   46 ,  74.19   51,NA
2009,East Carolina,51, 74.52,   9   5   69.90(  65)    0   1  ,  75.00   48 ,  73.58   54,NA
2009,Washington,52, 74.34,   5   7   75.46(  14)    0   0  ,  73.27   55 ,  74.97   49,NA
2009,Houston,53, 73.54,  10   4   66.83(  88)    0   0  ,  73.29   54 ,  73.32   56,NA
2009,Missouri,54, 73.42,   8   5   71.09(  58)    0   1  ,  73.35   53 ,  73.01   57,NA
2009,Michigan State,55, 73.28,   6   7   72.37(  47)    0   2  ,  70.67   66 ,  75.75   46,NA
2009,Wake Forest,56, 72.55,   5   7   73.90(  28)    0   0  ,  70.72   65 ,  74.04   53,NA
2009,Montana,57, 71.73,  14   1   55.78( 143)    0   0  ,  74.01   51 ,  69.23   69,NA
2009,Texas A&amp;M,58, 71.72,   6   7   72.48(  45)    0   1  ,  70.78   64 ,  72.19   58,NA
2009,Fresno State,59, 71.39,   8   5   67.49(  84)    0   2  ,  72.37   57 ,  69.99   63,NA
2009,Richmond,60, 71.25,  11   2   58.64( 127)    0   0  ,  71.36   63 ,  70.66   62,NA
2009,Northwestern,61, 70.95,   8   5   68.34(  80)    1   1  ,  72.70   56 ,  68.87   72,NA
2009,Kansas,62, 70.88,   5   7   71.74(  53)    0   1  ,  68.08   82 ,  73.52   55,NA
2009,Middle Tennessee,63, 70.87,  10   3   61.49( 115)    0   0  ,  72.12   59 ,  69.23   68,NA
2009,Minnesota,64, 70.61,   6   7   74.00(  26)    0   3  ,  71.41   62 ,  69.37   67,NA
2009,SMU,65, 70.35,   8   5   65.96(  92)    0   1  ,  72.06   60 ,  68.30   77,NA
2009,Iowa State,66, 70.30,   7   6   69.32(  71)    0   1  ,  71.91   61 ,  68.34   76,NA
2009,Arizona State,67, 70.11,   4   8   73.07(  39)    0   0  ,  68.11   81 ,  71.77   59,NA
2009,Kansas State,68, 69.79,   6   6   69.73(  66)    0   0  ,  69.21   73 ,  69.90   64,NA
2009,Troy,69, 69.60,   9   4   63.46( 103)    0   1  ,  69.88   68 ,  68.85   73,NA
2009,Nevada,70, 69.43,   8   5   66.34(  89)    0   1  ,  69.82   69 ,  68.57   75,NA
2009,Central Florida,71, 69.34,   8   5   66.29(  90)    0   1  ,  70.41   67 ,  67.85   80,NA
2009,Temple,72, 69.24,   9   4   62.21( 111)    0   1  ,  69.35   72 ,  68.65   74,NA
2009,Virginia,73, 69.01,   3   9   76.18(   9)    0   2  ,  66.63   86 ,  71.10   60,NA
2009,NC State,74, 68.85,   5   7   71.86(  51)    0   1  ,  69.04   75 ,  68.19   79,NA
2009,Purdue,75, 68.60,   5   7   71.11(  57)    1   0  ,  66.91   84 ,  69.90   65,NA
2009,Appalachian State,76, 68.12,  11   3   56.04( 141)    0   0  ,  69.77   70 ,  66.10   85,NA
2009,Southern Miss,77, 68.07,   7   6   65.25(  93)    0   0  ,  66.77   85 ,  68.93   71,NA
2009,Duke,78, 67.87,   5   7   71.57(  54)    0   1  ,  67.92   83 ,  67.34   82,NA
2009,Marshall,79, 67.60,   7   6   67.04(  86)    0   1  ,  69.03   76 ,  65.77   88,NA
2009,Baylor,80, 67.37,   4   8   75.06(  18)    0   1  ,  69.14   74 ,  65.24   90,NA
2009,Michigan,81, 67.18,   5   7   69.24(  72)    0   3  ,  64.49   93 ,  69.59   66,NA
2009,Wyoming,82, 67.09,   7   6   71.17(  56)    0   2  ,  74.54   49 ,  60.66  111,NA
2009,Syracuse,83, 67.05,   4   8   73.21(  36)    0   2  ,  68.59   77 ,  65.11   91,NA
2009,New Hampshire,84, 66.42,  10   3   54.05( 154)    0   0  ,  68.45   79 ,  64.04   97,NA
2009,Idaho,85, 66.19,   8   5   64.98(  95)    0   1  ,  69.47   71 ,  62.74  101,NA
2009,Southern Illinois,86, 66.19,  11   2   51.94( 162)    0   0  ,  64.25   94 ,  67.73   81,NA
2009,Louisville,87, 66.13,   4   8   74.29(  25)    0   1  ,  68.46   78 ,  63.49   98,NA
2009,Ohio University,88, 66.13,   9   5   62.74( 108)    0   0  ,  65.82   88 ,  65.96   87,NA
2009,Louisiana Tech,89, 66.12,   4   8   69.17(  74)    0   1  ,  63.62   96 ,  68.28   78,NA
2009,Elon,90, 66.10,   9   3   53.02( 157)    0   0  ,  62.90   98 ,  69.09   70,NA
2009,Colorado,91, 65.89,   3   9   72.56(  42)    0   1  ,  64.70   92 ,  66.63   83,NA
2009,Bowling Green,92, 65.35,   7   6   64.82(  97)    0   1  ,  65.32   89 ,  64.89   92,NA
2009,UNLV,93, 64.91,   5   7   69.35(  70)    0   1  ,  68.26   80 ,  61.35  108,NA
2009,Illinois,94, 64.37,   3   9   72.30(  48)    0   3  ,  62.99   97 ,  65.30   89,NA
2009,Northern Illinois,95, 64.33,   7   6   60.93( 118)    0   0  ,  62.27  104 ,  65.99   86,NA
2009,Tulsa,96, 63.96,   5   7   64.79(  98)    0   1  ,  62.63  101 ,  64.83   93,NA
2009,Maryland,97, 63.83,   2  10   73.51(  33)    0   1  ,  62.82  100 ,  64.37   96,NA
2009,Indiana,98, 63.56,   4   8   70.21(  63)    0   3  ,  61.93  106 ,  64.75   94,NA
2009,UAB,99, 63.49,   5   7   67.40(  85)    0   0  ,  65.05   90 ,  61.50  107,NA
2009,Utah State,100, 63.33,   4   8   68.95(  77)    0   1  ,  63.66   95 ,  62.53  102,NA
2009,South Dakota State,101, 63.02,   8   4   54.80( 149)    0   0  ,  59.34  119 ,  66.43   84,NA
2009,Northern Iowa,102, 62.53,   7   4   51.07( 165)    0   1  ,  54.88  135 ,  70.70   61,NA
2009,San Diego State,103, 62.52,   4   8   69.41(  69)    0   1  ,  64.86   91 ,  59.80  113,NA
2009,Vanderbilt,104, 62.47,   2  10   74.89(  20)    0   1  ,  59.95  114 ,  64.59   95,NA
2009,Hawaii,105, 62.47,   6   7   66.09(  91)    0   1  ,  66.37   87 ,  58.33  119,NA
2009,Colorado State,106, 62.05,   3   9   69.70(  67)    0   1  ,  62.86   99 ,  60.77  110,NA
2009,Buffalo,107, 61.95,   5   7   63.15( 106)    0   0  ,  60.16  111 ,  63.29   99,NA
2009,James Madison,108, 61.78,   6   5   60.48( 124)    0   0  ,  60.85  109 ,  62.23  104,NA
2009,Louisiana-Monroe,109, 61.51,   6   6   61.93( 112)    0   1  ,  60.99  108 ,  61.55  106,NA
2009,Eastern Washington,110, 61.32,   8   4   56.84( 135)    0   0  ,  62.43  103 ,  59.76  114,NA
2009,Weber State,111, 60.89,   7   5   57.35( 134)    0   0  ,  61.96  105 ,  59.36  117,NA
2009,Delaware,112, 60.65,   6   5   61.14( 117)    0   0  ,  59.61  117 ,  61.21  109,NA
2009,UTEP,113, 59.94,   4   8   63.82( 102)    0   1  ,  59.87  115 ,  59.53  116,NA
2009,Florida Atlantic,114, 59.26,   5   7   63.36( 105)    0   0  ,  60.01  113 ,  58.03  121,NA
2009,SC State,115, 59.03,  10   2   42.76( 206)    0   0  ,  59.38  118 ,  58.21  120,NA
2009,Pennsylvania,116, 58.68,   8   2   46.28( 185)    0   0  ,  54.39  137 ,  62.52  103,NA
2009,Jacksonville State,117, 58.31,   8   3   45.51( 193)    0   0  ,  53.03  143 ,  63.14  100,NA
2009,Stephen F. Austin,118, 58.12,  10   3   50.83( 167)    0   0  ,  62.62  102 ,  53.15  141,NA
2009,Kent State,119, 58.07,   5   7   60.69( 121)    0   0  ,  57.22  125 ,  58.44  118,NA
2009,Montana State,120, 57.88,   7   4   55.46( 144)    0   0  ,  60.03  112 ,  55.25  133,NA
2009,Massachusetts,121, 57.81,   5   6   56.43( 138)    0   0  ,  53.52  139 ,  61.60  105,NA
2009,Toledo,122, 57.77,   5   7   63.04( 107)    0   1  ,  58.57  121 ,  56.50  129,NA
2009,Louisiana-Lafayette,123, 57.67,   6   6   61.43( 116)    0   0  ,  59.73  116 ,  55.12  134,NA
2009,Northern Arizona,124, 57.34,   5   6   58.40( 129)    0   0  ,  57.51  122 ,  56.68  125,NA
2009,Western Michigan,125, 57.31,   5   7   60.87( 119)    0   0  ,  56.59  130 ,  57.56  123,NA
2009,Washington State,126, 57.16,   1  11   75.36(  16)    0   0  ,  61.75  107 ,  52.01  148,NA
2009,Liberty,127, 57.11,   8   3   46.39( 184)    0   0  ,  53.55  138 ,  60.14  112,NA
2009,Furman,128, 56.75,   6   5   56.19( 140)    0   0  ,  56.41  131 ,  56.61  126,NA
2009,Arkansas State,129, 56.44,   4   8   61.89( 114)    0   1  ,  52.65  147 ,  59.68  115,NA
2009,Memphis,130, 56.39,   2  10   68.71(  78)    0   0  ,  56.64  129 ,  55.66  132,NA
2009,McNeese State,131, 56.11,   9   3   48.19( 177)    0   0  ,  60.40  110 ,  51.20  153,NA
2009,Army,132, 56.02,   5   7   61.89( 113)    0   0  ,  57.38  123 ,  54.15  136,NA
2009,Maine,133, 55.83,   5   6   58.28( 132)    0   0  ,  53.30  141 ,  57.84  122,NA
2009,Fla. International,134, 54.42,   3   9   64.74(  99)    0   2  ,  52.12  149 ,  56.19  130,NA
2009,UC Davis,135, 54.24,   6   5   56.20( 139)    0   1  ,  56.82  128 ,  51.08  155,NA
2009,New Mexico,136, 54.19,   1  11   71.46(  55)    0   1  ,  55.38  134 ,  52.48  143,NA
2009,Akron,137, 54.14,   3   9   64.03( 100)    0   1  ,  53.36  140 ,  54.43  135,NA
2009,San Jose State,138, 54.06,   2  10   69.47(  68)    0   1  ,  57.20  126 ,  50.27  160,NA
2009,Holy Cross,139, 53.86,   9   3   45.11( 200)    0   0  ,  50.57  155 ,  56.54  127,NA
2009,Lafayette,140, 53.69,   8   3   46.42( 183)    0   0  ,  49.80  161 ,  56.91  124,NA
2009,Tulane,141, 53.55,   3   9   66.90(  87)    0   0  ,  59.29  120 ,  46.71  177,NA
2009,Southern Utah,142, 53.47,   5   6   54.83( 148)    0   0  ,  53.01  144 ,  53.45  140,NA
2009,Samford,143, 53.28,   5   6   54.61( 150)    0   0  ,  49.82  160 ,  56.09  131,NA
2009,Rice,144, 53.26,   2  10   69.05(  76)    0   0  ,  57.20  127 ,  48.54  166,NA
2009,Hofstra,145, 53.11,   5   6   55.33( 145)    0   0  ,  52.05  151 ,  53.68  138,NA
2009,Chattanooga,146, 52.73,   6   5   54.87( 147)    0   1  ,  52.80  145 ,  52.18  146,NA
2009,Harvard,147, 52.67,   7   3   46.07( 186)    0   0  ,  47.99  166 ,  56.53  128,NA
2009,North Dakota,148, 52.43,   6   5   53.41( 156)    0   0  ,  54.61  136 ,  49.65  162,NA
2009,Illinois State,149, 52.14,   6   5   52.63( 158)    0   0  ,  51.95  152 ,  51.85  149,NA
2009,Georgia Southern,150, 52.07,   5   6   56.80( 136)    0   0  ,  52.68  146 ,  50.96  156,NA
2009,Ball State,151, 51.99,   2  10   62.70( 109)    0   0  ,  49.95  159 ,  53.48  139,NA
2009,Prairie View A&amp;M,152, 51.98,   9   1   39.45( 230)    0   0  ,  56.11  132 ,  46.94  174,NA
2009,New Mexico State,153, 51.95,   3  10   65.20(  94)    0   2  ,  57.31  124 ,  45.35  181,NA
2009,Texas State,154, 51.77,   7   4   48.42( 175)    0   1  ,  52.65  148 ,  50.39  158,NA
2009,Youngstown State,155, 51.71,   6   5   52.15( 161)    0   0  ,  51.11  154 ,  51.83  150,NA
2009,Miami-Ohio,156, 51.52,   1  11   68.25(  81)    0   2  ,  52.08  150 ,  50.46  157,NA
2009,South Dakota,157, 51.49,   5   5   52.32( 159)    0   0  ,  51.27  153 ,  51.23  152,NA
2009,Cal Poly-SLO,158, 51.36,   4   7   58.32( 131)    0   0  ,  53.08  142 ,  49.06  165,NA
2009,Sacramento State,159, 51.23,   5   6   55.89( 142)    0   0  ,  55.88  133 ,  45.47  180,NA
2009,North Texas,160, 51.15,   2  10   60.62( 122)    0   1  ,  47.68  168 ,  53.91  137,NA
2009,Colgate,161, 51.01,   9   2   41.10( 216)    0   0  ,  49.19  162 ,  52.30  144,NA
2009,Missouri State,162, 50.87,   6   5   51.06( 166)    0   0  ,  50.06  158 ,  51.18  154,NA
2009,Eastern Illinois,163, 50.55,   8   4   45.45( 196)    0   1  ,  50.28  157 ,  50.33  159,NA
2009,Stony Brook,164, 49.29,   6   5   48.48( 173)    0   0  ,  48.56  164 ,  49.53  163,NA
2009,Citadel,165, 49.06,   4   7   53.48( 155)    0   0  ,  47.38  170 ,  50.20  161,NA
2009,Brown,166, 49.05,   6   4   45.79( 191)    0   0  ,  45.26  179 ,  52.02  147,NA
2009,Florida A&amp;M,167, 48.89,   8   3   40.63( 223)    0   0  ,  48.99  163 ,  48.31  168,NA
2009,Wofford,168, 48.78,   3   8   57.86( 133)    0   0  ,  47.95  167 ,  49.12  164,NA
2009,Albany-NY,169, 48.67,   7   4   42.65( 207)    0   0  ,  45.19  180 ,  51.36  151,NA
2009,Central Arkansas,170, 48.61,   5   7   48.99( 171)    0   0  ,  42.75  192 ,  53.12  142,NA
2009,North Dakota State,171, 47.80,   3   8   51.64( 164)    0   0  ,  42.02  194 ,  52.19  145,NA
2009,Dayton,172, 47.32,   9   2   33.31( 244)    0   0  ,  47.25  171 ,  46.90  175,NA
2009,Central Connecticut,173, 47.24,   9   3   42.58( 208)    0   0  ,  47.21  172 ,  46.79  176,NA
2009,Norfolk State,174, 46.74,   7   4   41.50( 212)    0   0  ,  45.64  176 ,  47.33  172,NA
2009,Grambling,175, 46.53,   7   4   40.21( 227)    0   0  ,  47.42  169 ,  45.10  183,NA
2009,SE Louisiana,176, 46.28,   6   5   50.29( 168)    0   0  ,  48.24  165 ,  43.62  188,NA
2009,Northern Colorado,177, 45.94,   3   8   54.35( 152)    0   0  ,  46.83  173 ,  44.50  185,NA
2009,Butler,178, 45.31,  11   1   34.96( 242)    0   0  ,  50.54  156 ,  37.83  210,NA
2009,Northeastern,179, 45.31,   3   8   58.35( 130)    0   0  ,  46.17  175 ,  43.91  187,NA
2009,Columbia,180, 44.94,   4   6   45.99( 187)    0   0  ,  40.09  200 ,  48.51  167,NA
2009,Eastern Kentucky,181, 44.80,   5   6   45.87( 189)    0   0  ,  43.03  187 ,  46.00  178,NA
2009,Charleston Southern,182, 44.47,   6   5   47.72( 179)    0   1  ,  45.31  178 ,  43.09  192,NA
2009,Tennessee Tech,183, 44.45,   6   5   47.51( 180)    0   0  ,  45.42  177 ,  42.93  193,NA
2009,Eastern Michigan,184, 44.11,   0  12   64.01( 101)    0   0  ,  42.11  193 ,  45.50  179,NA
2009,Drake,185, 43.92,   8   3   38.26( 235)    0   0  ,  43.97  185 ,  43.37  191,NA
2009,Lehigh,186, 43.85,   4   7   45.84( 190)    0   0  ,  38.52  207 ,  47.69  171,NA
2009,Western Kentucky,187, 43.67,   0  12   63.36( 104)    0   0  ,  37.32  214 ,  48.11  169,NA
2009,Fordham,188, 43.49,   5   6   42.22( 210)    0   0  ,  37.01  216 ,  47.99  170,NA
2009,Gardner-Webb,189, 43.45,   6   5   48.76( 172)    0   0  ,  44.52  183 ,  41.81  195,NA
2009,Yale,190, 43.33,   4   6   44.17( 201)    0   0  ,  37.72  211 ,  47.31  173,NA
2009,Portland State,191, 43.16,   2   9   56.76( 137)    0   0  ,  44.89  181 ,  40.74  198,NA
2009,Western Carolina,192, 43.14,   2   9   54.51( 151)    0   0  ,  42.88  189 ,  42.91  194,NA
2009,Coastal Carolina,193, 42.44,   5   6   45.96( 188)    0   0  ,  42.78  191 ,  41.59  196,NA
2009,Jacksonville,194, 42.17,   7   4   35.88( 239)    0   0  ,  38.75  205 ,  44.63  184,NA
2009,Texas Southern,195, 42.05,   6   5   45.48( 194)    0   0  ,  46.81  174 ,  34.86  223,NA
2009,Towson,196, 42.01,   2   9   60.08( 125)    0   0  ,  44.24  184 ,  38.90  203,NA
2009,Rhode Island,197, 41.80,   1  10   58.63( 128)    0   0  ,  37.02  215 ,  45.18  182,NA
2009,Idaho State,198, 41.55,   1  10   60.83( 120)    0   0  ,  44.85  182 ,  36.88  214,NA
2009,Old Dominion,199, 41.25,   9   2   32.49( 245)    0   0  ,  38.13  209 ,  43.48  189,NA
2009,Sam Houston State,200, 40.96,   5   6   48.47( 174)    0   0  ,  43.30  186 ,  37.70  211,NA
2009,Alabama A&amp;M,201, 40.88,   7   5   39.72( 228)    0   0  ,  42.81  190 ,  38.16  209,NA
2009,Robert Morris,202, 40.70,   5   6   39.48( 229)    0   0  ,  36.10  220 ,  43.93  186,NA
2009,Bryant,203, 40.32,   5   6   41.44( 213)    0   0  ,  35.84  222 ,  43.46  190,NA
2009,Tennessee-Martin,204, 40.23,   5   6   45.54( 192)    0   0  ,  41.36  197 ,  38.50  205,NA
2009,Morgan State,205, 40.21,   6   5   41.35( 214)    0   0  ,  42.95  188 ,  36.33  217,NA
2009,Delaware State,206, 39.65,   4   6   45.44( 197)    0   0  ,  40.30  199 ,  38.45  206,NA
2009,Nicholls State,207, 39.59,   3   8   51.81( 163)    0   0  ,  41.96  195 ,  36.23  218,NA
2009,Western Illinois,208, 39.58,   1  10   54.28( 153)    0   0  ,  38.47  208 ,  40.17  200,NA
2009,Monmouth-NJ,209, 39.34,   5   6   40.79( 222)    0   0  ,  36.70  217 ,  41.19  197,NA
2009,Wagner,210, 38.98,   6   5   40.49( 224)    0   0  ,  38.94  203 ,  38.52  204,NA
2009,Hampton,211, 38.92,   5   6   39.26( 231)    0   0  ,  37.91  210 ,  39.41  202,NA
2009,Southern University,212, 38.87,   6   5   41.04( 217)    0   0  ,  41.54  196 ,  35.03  222,NA
2009,Princeton,213, 38.36,   4   6   46.61( 182)    0   0  ,  39.86  201 ,  36.15  219,NA
2009,Dartmouth,214, 38.26,   2   8   49.41( 170)    0   0  ,  35.65  223 ,  40.07  201,NA
2009,Austin Peay,215, 38.18,   4   7   45.45( 195)    0   0  ,  38.91  204 ,  36.90  213,NA
2009,VMI,216, 37.71,   2   9   48.41( 176)    0   0  ,  34.16  225 ,  40.17  199,NA
2009,Marist,217, 37.65,   7   4   33.57( 243)    0   0  ,  36.30  218 ,  38.45  207,NA
2009,Ark.-Pine Bluff,218, 37.23,   5   5   40.87( 220)    0   0  ,  41.06  198 ,  31.23  233,NA
2009,Tennessee State,219, 36.58,   4   7   41.03( 218)    0   0  ,  37.70  212 ,  34.82  224,NA
2009,Bethune-Cookman,220, 36.20,   5   6   38.84( 234)    0   0  ,  38.99  202 ,  32.07  229,NA
2009,Bucknell,221, 36.20,   4   7   43.70( 203)    0   0  ,  35.25  224 ,  36.62  216,NA
2009,Cornell,222, 36.18,   2   8   45.41( 198)    0   0  ,  33.07  229 ,  38.30  208,NA
2009,NC A&amp;T,223, 35.96,   4   6   40.25( 226)    0   0  ,  36.02  221 ,  35.41  221,NA
2009,Alcorn State,224, 35.54,   3   6   43.73( 202)    0   0  ,  38.53  206 ,  31.01  234,NA
2009,SE Missouri State,225, 35.19,   2   9   47.92( 178)    0   1  ,  32.82  230 ,  36.77  215,NA
2009,Indiana State,226, 35.19,   1  10   55.20( 146)    0   0  ,  37.53  213 ,  31.72  231,NA
2009,San Diego,227, 34.87,   4   7   39.22( 232)    0   0  ,  31.33  232 ,  37.25  212,NA
2009,Murray State,228, 33.93,   3   8   46.75( 181)    0   0  ,  36.26  219 ,  30.44  235,NA
2009,Davidson,229, 33.03,   3   7   40.86( 221)    0   0  ,  33.11  228 ,  32.46  228,NA
2009,Northwestern State,230, 32.87,   0  11   52.24( 160)    0   0  ,  33.67  227 ,  31.49  232,NA
2009,Jackson State,231, 32.46,   3   7   37.57( 238)    0   0  ,  33.95  226 ,  30.18  237,NA
2009,Sacred Heart,232, 32.19,   2   8   40.88( 219)    0   0  ,  28.41  237 ,  34.65  225,NA
2009,Duquesne,233, 32.02,   3   8   40.36( 225)    0   0  ,  31.69  231 ,  31.88  230,NA
2009,NC Central,234, 31.94,   4   7   43.57( 204)    0   0  ,  25.62  241 ,  35.61  220,NA
2009,Saint Francis-Pa.,235, 31.37,   2   9   42.47( 209)    0   0  ,  27.89  238 ,  33.64  226,NA
2009,Presbyterian College,236, 31.02,   0  11   49.41( 169)    0   0  ,  28.44  236 ,  32.71  227,NA
2009,Winston-Salem State,237, 28.51,   1  10   41.26( 215)    0   0  ,  25.69  240 ,  30.31  236,NA
2009,Howard,238, 27.87,   2   9   42.98( 205)    0   0  ,  29.16  235 ,  25.82  239,NA
2009,Alabama State,239, 27.41,   4   7   35.85( 240)    0   0  ,  29.93  233 ,  23.30  242,NA
2009,Campbell,240, 26.36,   3   8   37.75( 237)    0   0  ,  27.05  239 ,  25.09  240,NA
2009,Georgetown,241, 26.24,   0  11   45.28( 199)    0   0  ,  22.48  243 ,  28.54  238,NA
